year,month,country,region,avg_temp_c,precipitation_mm,air_quality_index,uv_index,malaria_cases,dengue_cases,population_density,healthcare_budget
2001,12,Palau,South,21.258499802917992,176.85388284779248,0.0,11.780336081799398,34,63,454,4821
2002,1,Palau,South,30.86974734641779,193.46456213513835,22.816476921409006,12.0,29,92,454,4821
2002,2,Palau,South,26.16610776425416,186.46307845990566,23.58762978755351,7.799993561649402,56,115,454,4821
2002,3,Palau,South,26.686159241554563,235.25947505741024,30.92131944467316,6.827103043438005,117,102,454,4821
2002,4,Palau,South,30.47573054926716,178.9443270029265,7.324458704113752,11.283928323728027,91,131,454,4821
2002,5,Palau,South,24.40373968519086,212.39236031592435,6.534774413109375,10.642715035585255,142,45,454,4821
2002,6,Palau,South,19.965819294482554,245.589887183468,34.731988508665964,12.0,42,109,454,4821
2002,7,Palau,South,18.009694964350487,253.10073876906827,0.0,11.088568118416717,85,108,454,4821
2002,8,Palau,South,19.038917702958617,281.15186262551265,9.038034552083403,12.0,117,124,454,4821
2002,9,Palau,South,14.649827309761617,315.45225681652823,13.91944870222919,9.235794309456786,67,47,454,4821
2002,10,Palau,South,14.462697321341311,203.3741668090315,5.037325531546628,10.046419509000174,3,51,454,4821
2002,11,Palau,South,16.24626125839199,284.2770339422124,6.01525272501874,9.112695493369321,0,74,454,4821
2002,12,Palau,South,22.490473869433504,219.67454776809146,12.423529049226346,10.269640148360637,111,60,454,4821
2003,1,Palau,South,24.621203978831474,181.4134846765612,17.669352357955205,7.9287391174113075,138,79,454,4821
2003,2,Palau,South,27.120884909856944,221.96539841069068,19.52458680852392,10.842236328085423,65,34,454,4821
2003,3,Palau,South,30.125149133214595,244.82390520339004,55.946149983131875,11.207666711011019,29,102,454,4821
2003,4,Palau,South,24.599004272407015,302.66752709203786,14.881627352250149,10.025634846563122,71,67,454,4821
2003,5,Palau,South,22.523245630253463,180.6073010013627,0.0,10.392355180648511,31,106,454,4821
2003,6,Palau,South,20.39101714875383,251.01207812215165,36.21995203279205,12.0,50,41,454,4821
2003,7,Palau,South,14.090874074026642,261.14317271470355,52.197400428807754,12.0,51,11,454,4821
2003,8,Palau,South,14.404227865398523,227.51906755684692,7.623311152689695,12.0,45,37,454,4821
2003,9,Palau,South,16.00865644597591,230.4205545300865,0.0,11.880648643185683,97,86,454,4821
2003,10,Palau,South,14.220820866901246,219.32283870190423,21.213591712466467,9.613007599534985,49,52,454,4821
2003,11,Palau,South,18.034537275618618,266.22536961762944,0.0,12.0,12,20,454,4821
2003,12,Palau,South,23.579117419259774,177.40256998140995,19.617103808298126,12.0,105,30,454,4821
2004,1,Palau,South,25.258533199697176,217.8070625914862,60.833560173177304,12.0,44,73,454,4821
2004,2,Palau,South,26.651681760083918,184.69517796694157,0.0,9.770092859725718,3,56,454,4821
2004,3,Palau,South,32.14415261903589,192.43624051600042,40.7068405446724,8.697907968366572,146,56,454,4821
2004,4,Palau,South,32.447723260677265,260.4125239618824,21.102465368925337,11.512963561973844,146,105,454,4821
2004,5,Palau,South,28.62578893682534,195.39870213047615,5.4418733852535155,10.958141850698606,78,135,454,4821
2004,6,Palau,South,21.921760243852276,313.8425876185053,8.153867168011217,9.621433459873368,153,73,454,4821
2004,7,Palau,South,17.19417383548976,269.2371480989582,35.55328840237111,9.650543713789833,83,22,454,4821
2004,8,Palau,South,14.960157733520928,214.00521713809732,28.538274104216597,11.40543559356447,3,112,454,4821
2004,9,Palau,South,15.597396283092392,275.2267023740377,9.521593891302672,12.0,124,74,454,4821
2004,10,Palau,South,14.52106897534836,246.88846558447878,35.16506215368371,10.969713861775036,113,27,454,4821
2004,11,Palau,South,16.498263412133497,321.0289217696689,0.0,12.0,82,104,454,4821
2004,12,Palau,South,23.961232027931658,187.5094135507834,22.84785095210181,11.485760235004896,25,114,454,4821
2005,1,Palau,South,25.1063599238318,185.27305173699244,26.46630321350065,8.714251230290145,16,116,454,4821
2005,2,Palau,South,27.869229234528113,164.6041150673197,8.609661723542942,11.419669320178764,4,86,454,4821
2005,3,Palau,South,27.721326020487172,231.7946077978145,0.0,11.778255930104105,100,110,454,4821
2005,4,Palau,South,27.143438774760064,142.50121107104133,25.072871206980253,10.77651867551906,31,74,454,4821
2005,5,Palau,South,26.385822003303417,276.63681487445814,0.0,11.181539372420302,34,39,454,4821
2005,6,Palau,South,20.475852918290236,290.90246561440887,46.783296009375064,12.0,135,50,454,4821
2005,7,Palau,South,17.437787117762074,252.1195409988082,15.407534255744622,12.0,107,19,454,4821
2005,8,Palau,South,14.21658792011138,319.2436746647288,1.664227826022369,12.0,105,121,454,4821
2005,9,Palau,South,14.91520560443331,270.8257327511777,17.276992561839577,10.088925303365752,74,32,454,4821
2005,10,Palau,South,15.74833149473866,206.11598501118658,0.0,12.0,74,59,454,4821
2005,11,Palau,South,18.54465292831291,279.0909822133352,22.246969762854008,10.142250581951895,107,106,454,4821
2005,12,Palau,South,24.958070182991566,281.5826710790115,0.0,7.855235682955207,11,125,454,4821
2006,1,Palau,South,21.714327025657994,195.2419260235995,27.346604895901194,12.0,79,118,454,4821
2006,2,Palau,South,31.189732336449268,182.65562073813368,0.0,11.813080928014795,118,81,454,4821
2006,3,Palau,South,28.147005832233035,141.44042270608062,0.0,10.260052387920595,63,54,454,4821
2006,4,Palau,South,28.842944352248164,263.7992456381397,0.0,12.0,14,62,454,4821
2006,5,Palau,South,29.18158460342746,121.2978420750227,0.0,10.331527395933849,124,83,454,4821
2006,6,Palau,South,19.392496540308986,149.04741833256466,47.535343633815145,6.6646878030675,117,115,454,4821
2006,7,Palau,South,19.363456897324113,300.5896687890896,33.707412171218905,11.630775595110899,93,39,454,4821
2006,8,Palau,South,12.200367872368819,299.1672990885317,38.894767274209116,9.89142508038465,59,80,454,4821
2006,9,Palau,South,16.15200139021552,159.68652021140133,40.00477288536405,10.072414220500043,0,95,454,4821
2006,10,Palau,South,13.566367554908213,177.5204092474279,0.0,7.536812222011857,26,70,454,4821
2006,11,Palau,South,19.39246116617238,256.4141489726155,0.0,6.915277863583799,7,74,454,4821
2006,12,Palau,South,22.23255329932445,248.37418630291913,6.39657508976488,8.131753291251986,84,45,454,4821
2007,1,Palau,South,24.475500141937832,204.46588240052117,0.0,11.446702091813545,84,93,454,4821
2007,2,Palau,South,31.285190244737223,223.75106481322433,28.59438808349975,12.0,22,74,454,4821
2007,3,Palau,South,33.236571053107575,287.3889024761487,0.0,10.261148722619552,68,123,454,4821
2007,4,Palau,South,29.12631852399222,225.34172477137008,13.787383722791404,12.0,150,114,454,4821
2007,5,Palau,South,23.71414192429936,336.29079160157744,0.0,11.800069099469209,98,114,454,4821
2007,6,Palau,South,19.236788255712113,346.62258848910835,7.718696138216316,12.0,42,41,454,4821
2007,7,Palau,South,18.595835744460523,366.7299455753505,8.662512870673709,12.0,150,98,454,4821
2007,8,Palau,South,12.29713839950503,228.8037785946248,3.691259121147226,12.0,48,74,454,4821
2007,9,Palau,South,17.304567409434007,175.70879460323812,0.0,10.859086528017261,70,36,454,4821
2007,10,Palau,South,16.074683540352382,288.79298398965676,0.0,12.0,1,37,454,4821
2007,11,Palau,South,19.425962559016206,216.50375367992993,0.0,11.343628196620376,7,20,454,4821
2007,12,Palau,South,21.558362211259023,218.52434216927256,13.709737044320178,10.59823845953149,7,109,454,4821
2008,1,Palau,South,24.634191124703978,334.2212388393698,0.0,12.0,147,69,454,4821
2008,2,Palau,South,26.898390948478422,214.7917013522277,0.0,11.665149389116682,56,61,454,4821
2008,3,Palau,South,30.395001484098728,229.7501801477308,26.372788693015664,12.0,31,50,454,4821
2008,4,Palau,South,29.1400067538043,180.55170844843346,14.793060070827934,5.900347875006335,18,103,454,4821
2008,5,Palau,South,30.27166090367094,295.7234219634307,0.0,10.058039699551529,90,45,454,4821
2008,6,Palau,South,19.017232315679642,261.49794340064284,16.374282033810033,10.993221584158253,74,110,454,4821
2008,7,Palau,South,16.735787982969864,289.8422102228077,0.0,12.0,78,30,454,4821
2008,8,Palau,South,16.27770287961635,271.45699139004637,34.653522631561714,10.534893141051878,4,17,454,4821
2008,9,Palau,South,15.762636781604858,190.0726174875591,35.96877881986558,11.769081183046048,14,44,454,4821
2008,10,Palau,South,17.95619645385747,246.8690274682783,0.0,8.053461347091357,23,19,454,4821
2008,11,Palau,South,20.044029201130037,246.65841358544841,1.252412677698672,10.401520597687806,66,69,454,4821
2008,12,Palau,South,25.739579931168077,240.26608774665613,9.84670869596296,11.56038895021695,36,109,454,4821
2009,1,Palau,South,24.926915480522542,254.56659161038104,0.0,9.559577840565744,49,31,454,4821
2009,2,Palau,South,27.840290137527724,235.83068457115823,8.914274382556698,12.0,125,132,454,4821
2009,3,Palau,South,32.30078102771477,222.244241051977,10.650450353907772,10.685677838983885,53,88,454,4821
2009,4,Palau,South,29.334662699484298,177.69384399193382,9.163850329600535,10.590489907814842,81,38,454,4821
2009,5,Palau,South,23.590404824831992,208.7249444734591,0.0,8.13192499946112,137,42,454,4821
2009,6,Palau,South,22.768539676073097,261.27924885614016,0.0,11.858443649131964,20,99,454,4821
2009,7,Palau,South,14.455645044463814,249.6062539209041,0.0,12.0,121,13,454,4821
2009,8,Palau,South,15.684918551180719,286.92976485240257,6.58384486608216,12.0,45,19,454,4821
2009,9,Palau,South,15.530078243315135,263.1811837708649,0.0,12.0,58,17,454,4821
2009,10,Palau,South,12.903579585027877,191.68451907197888,14.270287184312735,12.0,98,87,454,4821
2009,11,Palau,South,18.58321919432945,189.33301939123817,19.766427505152507,11.868051548663066,82,120,454,4821
2009,12,Palau,South,22.847201977400175,169.9071362122984,12.634124008036878,12.0,34,123,454,4821
2010,1,Palau,South,24.740163695332843,295.20376417305783,20.786132598490326,11.637896055175567,124,72,454,4821
2010,2,Palau,South,30.668937190078537,142.87266991367193,10.673135036569377,10.675013199210023,100,133,454,4821
2010,3,Palau,South,31.50021300968652,271.88632826345736,0.0,9.672720990316126,86,128,454,4821
2010,4,Palau,South,30.170461393242007,215.18018727023738,0.0,12.0,64,107,454,4821
2010,5,Palau,South,28.16427106544809,213.08531664512557,0.0,11.10077250362538,51,47,454,4821
2010,6,Palau,South,21.930375043682425,289.6116101944964,30.449049621383267,12.0,50,42,454,4821
2010,7,Palau,South,19.773249269072675,304.8415506025891,2.9903432865241797,10.116951026119233,101,107,454,4821
2010,8,Palau,South,13.560032509646742,332.40540554067456,5.76213348594537,10.249679484513033,127,99,454,4821
2010,9,Palau,South,16.26438107756437,214.04027414892536,12.414486822601319,12.0,20,10,454,4821
2010,10,Palau,South,13.675712563330459,179.64108886872992,0.0,12.0,70,41,454,4821
2010,11,Palau,South,18.775350965627865,227.79118376374595,22.386136097529757,12.0,75,88,454,4821
2010,12,Palau,South,21.213658355104815,290.0059582513759,0.0,12.0,24,46,454,4821
2011,1,Palau,South,25.757955534065573,125.93891719370036,22.857825231722146,12.0,82,54,454,4821
2011,2,Palau,South,28.30597609695191,183.7676111084881,4.534959021581315,12.0,108,87,454,4821
2011,3,Palau,South,33.06327037925846,204.64668277572224,7.178309840369323,11.763407367191462,113,84,454,4821
2011,4,Palau,South,28.17899976996112,285.20387589292375,0.0,10.517598724281603,67,76,454,4821
2011,5,Palau,South,25.9770847926599,250.53258103404474,30.50725021737992,10.233061030693214,126,129,454,4821
2011,6,Palau,South,22.154548585929646,360.8287614959405,29.75326734022937,12.0,36,80,454,4821
2011,7,Palau,South,20.899832967550896,249.3297933721713,17.21533386030677,10.94342748963696,70,67,454,4821
2011,8,Palau,South,13.226398767561111,318.47943423666607,0.0,12.0,109,74,454,4821
2011,9,Palau,South,10.521710227665496,250.70331121926398,0.0,12.0,56,50,454,4821
2011,10,Palau,South,12.972974546827167,237.4659937807486,0.0,10.26740813496837,24,114,454,4821
2011,11,Palau,South,15.265081707658458,271.88917218458096,0.0,12.0,24,91,454,4821
2011,12,Palau,South,22.51774030466393,189.41953222354874,0.0,11.290885248749243,31,30,454,4821
2012,1,Palau,South,25.539522092651136,216.3877312514667,11.280941553155586,11.96121948298301,34,47,454,4821
2012,2,Palau,South,28.181143587949112,294.3698671580954,12.03342416747553,12.0,140,114,454,4821
2012,3,Palau,South,32.459441711742016,219.51127238825345,0.0,12.0,147,134,454,4821
2012,4,Palau,South,29.44088488112002,210.08709727260015,0.0,10.019152257030077,75,36,454,4821
2012,5,Palau,South,25.035879028806914,199.38059134851346,0.0,7.401350346422637,80,122,454,4821
2012,6,Palau,South,26.259196824456897,320.91460490483473,4.302709198567243,12.0,73,109,454,4821
2012,7,Palau,South,17.81104924502512,310.30830543449594,27.358528664450205,8.626082580087939,142,46,454,4821
2012,8,Palau,South,15.31068188778568,254.5237165351832,9.736622602386447,12.0,32,28,454,4821
2012,9,Palau,South,15.87748069530606,200.4853508082441,5.399569090222187,7.27750574598268,0,88,454,4821
2012,10,Palau,South,15.4869548564787,285.0160477480137,20.79751123934092,8.446109427409207,120,61,454,4821
2012,11,Palau,South,15.402959859047755,322.00427179622454,0.0,9.273624574824463,116,31,454,4821
2012,12,Palau,South,22.740153291705703,238.99518862584762,2.7801732694676815,9.889353015886403,2,51,454,4821
2013,1,Palau,South,28.929724035846753,245.60035391678164,12.031534165268226,11.493986124425817,114,132,454,4821
2013,2,Palau,South,29.957895749323896,222.83802909127664,0.0,12.0,133,146,454,4821
2013,3,Palau,South,31.90471966360944,290.3568754256631,39.93072029024107,10.640692551235592,119,112,454,4821
2013,4,Palau,South,26.54173578910261,101.90139217108616,0.0,12.0,52,47,454,4821
2013,5,Palau,South,27.86491885908994,258.1846934036438,0.0,8.809536390898902,155,53,454,4821
2013,6,Palau,South,23.489394064460864,298.5428047032368,35.62482332499138,9.577756954129788,90,98,454,4821
2013,7,Palau,South,17.28599403843123,281.3915603765321,0.0,8.88043358375445,138,73,454,4821
2013,8,Palau,South,15.527263839615957,280.9205046329515,0.0,10.986066006913937,130,69,454,4821
2013,9,Palau,South,15.165486172274433,286.17395888760814,0.0,10.550727584071737,42,120,454,4821
2013,10,Palau,South,17.354897347504085,228.9268459547239,0.0,11.1146411885247,113,40,454,4821
2013,11,Palau,South,15.260232156809655,294.3113502971977,0.0,12.0,94,50,454,4821
2013,12,Palau,South,23.822293614413844,266.7347479667225,0.0,12.0,141,92,454,4821
2014,1,Palau,South,25.613292333356483,317.9997659980763,2.972537063485163,9.87074111579129,111,69,454,4821
2014,2,Palau,South,29.53989182872539,290.730427761744,0.0,9.821190708798756,68,62,454,4821
2014,3,Palau,South,29.770100216959534,159.13481026022197,0.0,9.604513391047808,67,85,454,4821
2014,4,Palau,South,34.55364610340414,209.683800889385,3.228663301901605,11.953919167330682,158,47,454,4821
2014,5,Palau,South,24.033165076599637,196.00029345260918,0.0,11.40279643432908,48,64,454,4821
2014,6,Palau,South,22.782782084385342,338.0830141912105,11.292578757848773,9.149606111923376,118,94,454,4821
2014,7,Palau,South,21.402148473078217,201.57040760336554,0.0,12.0,20,78,454,4821
2014,8,Palau,South,11.337067696870998,328.24861346458204,0.0,11.032549496805283,50,36,454,4821
2014,9,Palau,South,15.008368576664582,296.5191449038379,21.733931575933582,10.735107042339532,3,92,454,4821
2014,10,Palau,South,17.251201092934945,218.04724567618786,0.0,10.776958179121397,39,86,454,4821
2014,11,Palau,South,21.24451595566137,135.5454109228582,18.35838259479776,12.0,0,31,454,4821
2014,12,Palau,South,22.465306971763876,217.18618700959533,0.0,12.0,59,29,454,4821
2015,1,Palau,South,27.314486524353235,252.533788877329,0.0,12.0,100,121,454,4821
2015,2,Palau,South,27.839561056870362,135.87092761120132,0.0,8.187112023902209,66,49,454,4821
2015,3,Palau,South,32.3011047639041,116.31581894986584,0.0,12.0,117,99,454,4821
2015,4,Palau,South,29.531464414455098,209.16083300981325,0.0,10.972331233805823,125,111,454,4821
2015,5,Palau,South,30.416082458922872,204.43566669263518,0.0,10.506302743071936,16,71,454,4821
2015,6,Palau,South,22.40767024671108,390.13777985882075,0.0,9.77044152486679,73,53,454,4821
2015,7,Palau,South,21.024224354027194,315.21626309117835,23.113204115288653,8.855475097266737,37,73,454,4821
2015,8,Palau,South,15.096950649947908,272.4531341182818,0.0,12.0,66,103,454,4821
2015,9,Palau,South,11.26439960741611,208.1272035679514,0.0,12.0,103,67,454,4821
2015,10,Palau,South,17.081428816658292,228.17125520335617,3.2124524604609093,12.0,110,34,454,4821
2015,11,Palau,South,19.989654703308037,221.76519975879486,18.732903692685156,9.004557861075353,0,125,454,4821
2015,12,Palau,South,24.712257563188352,178.76219212857507,2.54337570600201,12.0,109,78,454,4821
2016,1,Palau,South,26.144198957858222,223.5794797250106,0.0,12.0,106,50,454,4821
2016,2,Palau,South,31.99937813703736,195.35713850958763,0.0,11.934106110566846,27,82,454,4821
2016,3,Palau,South,31.260211852181513,203.90824304299292,0.0,12.0,102,99,454,4821
2016,4,Palau,South,31.707682800182447,228.62447208302484,0.0,10.825115860665885,17,113,454,4821
2016,5,Palau,South,23.97107780336883,303.28237480062734,0.0,10.408736978712758,59,134,454,4821
2016,6,Palau,South,24.191534300865918,295.8267511148596,38.835061872580994,11.183373253699799,132,56,454,4821
2016,7,Palau,South,18.11313787542914,313.8693254402014,6.813413629515054,8.60636657251774,21,52,454,4821
2016,8,Palau,South,14.438998149407695,300.52477273053245,29.858162764120237,12.0,7,20,454,4821
2016,9,Palau,South,12.005255721290954,251.2255610166343,0.0,10.806925661741355,108,46,454,4821
2016,10,Palau,South,15.314221788589572,252.98374156633275,18.808392470004307,6.366538246520593,104,17,454,4821
2016,11,Palau,South,20.361490723039143,308.3402812233968,26.37657218119385,9.160611549219166,112,29,454,4821
2016,12,Palau,South,22.44830025973128,249.28181676814546,13.906841647311381,10.727554173660494,23,115,454,4821
2017,1,Palau,South,26.066346761428193,237.64661835404374,10.04150934673973,12.0,88,127,454,4821
2017,2,Palau,South,31.10501542720044,175.19812377539262,0.0,11.984834987426234,101,122,454,4821
2017,3,Palau,South,34.34781579456044,219.27838916077505,12.670560337445707,9.797928295779773,111,89,454,4821
2017,4,Palau,South,28.523983582475758,254.94305371151887,0.0,11.35000172474407,104,114,454,4821
2017,5,Palau,South,28.184902430100884,180.954677136729,0.0,9.403749253045216,87,56,454,4821
2017,6,Palau,South,19.1958816905613,254.34971604681843,0.0,7.868388774765883,84,35,454,4821
2017,7,Palau,South,22.677467658388597,220.51958247732804,0.0,11.230617250840876,135,84,454,4821
2017,8,Palau,South,19.824207582029555,208.71966332821745,15.381909728575764,12.0,82,71,454,4821
2017,9,Palau,South,14.815131619930922,247.41682189864812,5.639429916765806,11.620776550542903,59,40,454,4821
2017,10,Palau,South,13.674958329565046,229.34803057686992,0.0,11.913641075580403,35,62,454,4821
2017,11,Palau,South,19.671865298936734,244.7928005399749,0.0,8.141964161207024,50,21,454,4821
2017,12,Palau,South,23.547655833765052,189.77920113745176,15.174745251782852,11.169548563547927,109,58,454,4821
2018,1,Palau,South,25.660299657441605,228.40900336370603,3.6232866600904714,11.191325703121015,8,112,454,4821
2018,2,Palau,South,31.286819174337374,248.07564344890835,0.0,9.951057862116759,70,123,454,4821
2018,3,Palau,South,32.81258258862085,257.89031211391926,0.0,11.015095739830425,38,94,454,4821
2018,4,Palau,South,30.73837014104357,229.68834324326622,0.0,12.0,49,122,454,4821
2018,5,Palau,South,27.402875267084394,235.58044684418135,17.966869400835776,8.666096961744692,145,80,454,4821
2018,6,Palau,South,21.30610452705527,291.126134530768,0.0,10.466772978795948,23,76,454,4821
2018,7,Palau,South,22.63840637650865,269.76259041321555,0.0,10.51544899682795,144,32,454,4821
2018,8,Palau,South,17.856734345375976,285.16524166387217,3.239344921752732,11.206787470940936,92,114,454,4821
2018,9,Palau,South,9.60790556760234,252.54253974934505,6.360853051785526,10.681979944994072,0,12,454,4821
2018,10,Palau,South,18.07780549329274,177.18871224341012,0.0,8.018579194595635,78,113,454,4821
2018,11,Palau,South,16.887632488908466,278.60337175152415,0.0,12.0,96,58,454,4821
2018,12,Palau,South,22.97347416521597,302.27323032053573,0.0,11.93936878211148,113,71,454,4821
2019,1,Palau,South,29.10857035218077,272.3396398797428,0.0,10.659788560951132,48,75,454,4821
2019,2,Palau,South,28.185774418910395,294.2831723181915,23.404113042384168,9.0515856937269,100,85,454,4821
2019,3,Palau,South,33.71099684119216,158.75064260107126,0.0,11.214841263679181,51,46,454,4821
2019,4,Palau,South,32.51858555409718,313.4168701272149,19.817145816516415,9.468284500120053,137,52,454,4821
2019,5,Palau,South,27.448734647511664,288.0604866826877,0.0,9.769390266322182,98,94,454,4821
2019,6,Palau,South,20.37077529855593,178.37775311376012,5.48493243460382,9.290238973917939,33,94,454,4821
2019,7,Palau,South,22.640309270625956,216.84314909728656,0.0,9.389886107900303,85,55,454,4821
2019,8,Palau,South,18.49971102153772,245.0928816902282,24.444938386581555,12.0,118,22,454,4821
2019,9,Palau,South,18.710818058371714,180.11002373479465,0.0,10.67772008043659,73,49,454,4821
2019,10,Palau,South,15.449115491759704,244.22980947503703,11.462485279536452,11.48396962657382,30,80,454,4821
2019,11,Palau,South,18.803405539532427,265.6935653783178,0.0,12.0,20,20,454,4821
2019,12,Palau,South,21.182855878465404,188.3888672030695,0.0,10.778178550731383,43,87,454,4821
2020,1,Palau,South,28.249274920020326,197.79392417801762,0.0,12.0,135,53,454,4821
2020,2,Palau,South,31.535661975163528,210.65797006600604,0.0,12.0,56,115,454,4821
2020,3,Palau,South,28.332860889651407,154.21304973866347,0.0,12.0,68,111,454,4821
2020,4,Palau,South,30.418313441936366,122.70424875294485,7.299442863624037,8.669970005465938,32,89,454,4821
2020,5,Palau,South,27.547618283274126,226.01818340441142,0.9044015610475924,11.847677839444078,34,124,454,4821
2020,6,Palau,South,24.394356681513536,297.7390936955429,29.289076319052967,12.0,75,103,454,4821
2020,7,Palau,South,18.886519548032084,293.8381910043565,41.22975528289665,12.0,137,26,454,4821
2020,8,Palau,South,19.34273211304745,257.99905637430334,0.0,10.197606558868117,93,129,454,4821
2020,9,Palau,South,16.066453537211025,206.23298971940036,12.364656243049836,12.0,27,95,454,4821
2020,10,Palau,South,14.66269067561208,176.77754013558132,0.0,12.0,99,109,454,4821
2020,11,Palau,South,18.027705166756952,201.9112088347168,1.0359670137662391,9.316447757393698,0,51,454,4821
2020,12,Palau,South,27.995262547692118,203.33406199114702,0.0,8.93415553544088,114,48,454,4821
2021,1,Palau,South,30.754640103506986,284.27570302215395,8.628268383592228,10.542459768841248,152,85,454,4821
2021,2,Palau,South,32.401295025306496,224.37257638878165,0.0,11.579448698473602,18,54,454,4821
2021,3,Palau,South,32.573605054862966,254.80386157416388,0.0,11.79851364230538,86,97,454,4821
2021,4,Palau,South,31.856686769254488,253.55825478657832,27.224687619814944,12.0,160,109,454,4821
2021,5,Palau,South,30.078166177777156,229.21227574797234,0.2332858596839884,12.0,31,71,454,4821
2021,6,Palau,South,21.95579123938743,276.502366565349,10.49447509650875,8.957103127255497,4,129,454,4821
2021,7,Palau,South,17.864531692897472,317.6805506457367,0.0,12.0,30,25,454,4821
2021,8,Palau,South,14.559849658448769,302.80040687518425,0.0,12.0,128,118,454,4821
2021,9,Palau,South,17.173365364109184,231.45747098112102,0.0,6.66329876125497,71,101,454,4821
2021,10,Palau,South,15.544481875977892,265.5302480010462,0.0,10.168781288933289,70,21,454,4821
2021,11,Palau,South,20.774649309100734,271.92028674114187,15.30956600773672,12.0,6,82,454,4821
2021,12,Palau,South,23.996546098598454,205.88838042898314,0.0,10.482877991151376,29,86,454,4821
2022,1,Palau,South,29.627273320056958,173.620581704219,0.0,12.0,96,138,454,4821
2022,2,Palau,South,28.363274945991897,222.70598694615893,0.0,12.0,129,121,454,4821
2022,3,Palau,South,30.711645525827493,191.38844538118948,0.0,10.77699280443974,103,82,454,4821
2022,4,Palau,South,32.95101510342333,206.40574418336632,0.0,10.329262874290729,154,126,454,4821
2022,5,Palau,South,24.25354127712569,292.0764133662873,0.0,12.0,25,112,454,4821
2022,6,Palau,South,22.750767445247348,234.10601447018536,0.0,8.744204705569633,99,55,454,4821
2022,7,Palau,South,19.82640755123539,294.6869576716506,10.914335569875135,12.0,3,63,454,4821
2022,8,Palau,South,14.12159239232596,200.11050997595737,0.0,12.0,15,68,454,4821
2022,9,Palau,South,16.71329768932077,269.62371807208945,4.340688239796847,9.585903065461206,33,92,454,4821
2022,10,Palau,South,16.819797751365005,256.8015219706265,0.0,12.0,22,47,454,4821
2022,11,Palau,South,17.68539561945532,166.451043620918,0.0,11.898531784471448,103,106,454,4821
2022,12,Palau,South,23.125642364705374,220.92062177039983,0.0,12.0,49,77,454,4821
2023,1,Palau,South,25.453776921066204,204.8519347467278,15.954577786838072,12.0,104,86,454,4821
2023,2,Palau,South,31.388488121108708,214.16934434481337,0.0,10.436451137057261,111,110,454,4821
2023,3,Palau,South,29.71070883283903,191.1184066532776,0.0,10.59713163509931,110,121,454,4821
2023,4,Palau,South,28.687402487241318,231.7027564417877,8.928207664822025,11.669330033967,115,125,454,4821
2023,5,Palau,South,28.311101806308017,220.49771915913792,22.16425609041714,12.0,125,133,454,4821
2023,6,Palau,South,22.0211632767897,357.9343775541688,20.03180267521907,11.014731864439097,30,141,454,4821
2023,7,Palau,South,16.257269890204267,209.69147423964154,17.484887874633458,10.990005690740386,115,29,454,4821
2023,8,Palau,South,14.999212280270235,296.5164770226164,38.43181657901859,12.0,101,70,454,4821
2023,9,Palau,South,17.394091136991083,152.10378487511986,1.6187899387817168,9.267982316843002,112,33,454,4821
2023,10,Palau,South,19.574806668972354,198.21009293337067,0.0,12.0,104,14,454,4821
2023,11,Palau,South,18.063658073883467,150.99670597443915,0.0,12.0,0,29,454,4821
2023,12,Palau,South,19.484009275952168,252.63170981887285,0.0,9.09741096729734,66,69,454,4821
2000,1,Cyprus,North,27.39876859367752,110.66992144960818,48.66191850479176,11.959826627592673,83,88,87,2081
2000,2,Cyprus,North,33.87485291100262,9.76511594668979,35.56010103070415,11.775683762803402,134,32,87,2081
2000,3,Cyprus,North,30.6969470752363,113.51194742933015,73.03199925288473,9.950424984054708,140,107,87,2081
2000,4,Cyprus,North,29.32746583354692,128.96095275843763,72.55854516052597,8.956582595615767,150,77,87,2081
2000,5,Cyprus,North,24.805443414475544,113.11551071817652,99.78910350501465,12.0,100,93,87,2081
2000,6,Cyprus,North,23.46515261864168,100.97789632682756,75.49599668246316,12.0,104,78,87,2081
2000,7,Cyprus,North,19.259527733634,241.04107229035372,96.15733958636699,12.0,65,82,87,2081
2000,8,Cyprus,North,20.082212423124126,191.5257963132719,102.66915393060415,10.739310237198694,129,50,87,2081
2000,9,Cyprus,North,16.75631129605451,143.40032926498,106.51599279710618,12.0,27,18,87,2081
2000,10,Cyprus,North,18.534375214058638,63.68521037620191,69.60188213405257,11.073558655669615,30,16,87,2081
2000,11,Cyprus,North,19.303189700512796,63.22231460268503,95.01365332425883,12.0,44,44,87,2081
2000,12,Cyprus,North,24.296981313763176,150.0851519904354,90.91199963203701,10.47754899563971,51,81,87,2081
2001,1,Cyprus,North,30.740450682055254,127.11697030157373,63.995220209149615,12.0,11,96,87,2081
2001,2,Cyprus,North,29.397405563415077,89.61121922778504,100.66215987650693,12.0,21,109,87,2081
2001,3,Cyprus,North,30.2114180135342,40.923751762211666,69.91179333973685,12.0,66,127,87,2081
2001,4,Cyprus,North,28.19371063379783,55.493120585967716,92.29696100491105,12.0,91,69,87,2081
2001,5,Cyprus,North,28.395836971949244,76.72966263278911,59.59778928684904,10.907781860782011,19,111,87,2081
2001,6,Cyprus,North,20.952498612211784,140.13023745858564,90.8629494667777,12.0,121,118,87,2081
2001,7,Cyprus,North,18.88277004977603,138.5054075784507,77.0691142543173,10.387451503575043,38,104,87,2081
2001,8,Cyprus,North,15.229860634148991,175.206633418909,93.06416101092071,10.665948621650216,113,60,87,2081
